Klantnr;Naam;Artikelnr;Verp;Inh;Eh;Omschrijving;Aantal;Prijs;Omzet;Factuursplitsing;Ean;Biologisch;Dierenwelzijn;Goede Vis MSC;Gezonde Keuze;Fair trade;Rainsforrest alliance;UTZ;Milieubewust;Veggie;Streekproducten;Vegan
208758;SUNSEA BAR            W.I;4505163;zk;2;kg;Peka Aardappelgratin;3;5,25;15,75;keuken ingred.;8,71E+12;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510013;;;;Groente/fruit los artikel laag;1;28,95;28,95;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510089;kg;1;st;Aubergine per stuk/kg;0,96;2,15;2,06;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510112;ks;1;ks;Basilicum per KIST;1;15,95;15,95;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510261;st;1;st;Courgette per stuk;4;0,8;3,2;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510336;ds;12;st;Komkommer 12 per doos;1;13,5;13,5;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510584;kg;1;kg;Paprika groen hollands per KILO;0,99;2,1;2,08;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4510592;kg;1;kg;Paprika rood hollands per KILO;1,3;2,35;3,06;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4511144;kg;1;kg;Uien rood per kg;5;1;5;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4513182;st;1;st;Sla frisee per stuk;6;2,18;13,1;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4513299;st;1;st;Lollo biondo per stuk;3;1,35;4,05;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4513330;st;1;st;Lollo rosso per stuk;3;1,45;4,35;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4513356;bk;125;gr;Rucola per bakje;23;1,1;25,3;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4513504;st;1;st;Sla ijsberg per stuk;2;0,95;1,9;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4513512;pk;4;st;Little gem per pakje;6;2,45;14,7;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4514057;bk;1;bk;Physalis per bakje;5;1,9;9,5;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4514114;kg;1;kg;Zeekraal per kg;4;12,95;51,8;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4515021;st;1;st;Bloemkool per stuk;2;1,35;2,7;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4515451;em;1;em;Atjar GROF per WITTE EMMER;31;15,86;491,75;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4515485;em;10;lt;Atjar speciaal vers 10ltr;1;16,95;16,95;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4516095;bk;500;gr;Aardbeien HOLLAND per bakje;9;4,94;44,45;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4516102;bk;1;bk;Bramen per bakje;10;1,95;19,5;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4516136;bk;1;bk;Frambozen per bakje;10;1,85;18,5;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4516483;ds;1;ds;Citroenen per DOOS;1;25,95;25,95;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4516699;ds;1;ds;Limoenen per DOOS;1;6,4;6,4;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4516756;st;1;st;Meloen galia per stuk;5;3,05;15,25;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4519057;ks;1;ks;Champignons multikrat;1;6,7;6,7;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4528561;kg;1;kg;Paprika GEEL BLOK 10x10 per kg;1;6,5;6,5;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4530342;kg;1;pk;Banaanblad ROND per pak/kg;1,54;20,97;32,29;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4530516;ds;15;st;Little gem 15x4 per doos;2;27,5;55;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4534295;kg;1;kg;Bieten Chioggia per kg;1,12;1,85;2,07;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4590172;kg;1;kg;Winterwortel blok 10 x 10 per kg;2;2,95;5,9;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4590841;ds;10;kg;Quickly steakhouse frites per/ds;4;11,75;47;AGF;;;;;Ja;;;;;;;
208758;SUNSEA BAR            W.I;4600509;ds;24;st;Beetroot butcher burger 135gr VGN;28;45,59;1276,61;keuken ingred.;5,02E+12;;;;;;;;;Ja;;Ja
208758;SUNSEA BAR            W.I;4610326;ds;40;st;Beckers frikandel original 85gr;1;16,65;16,65;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4610772;ds;60;st;Topkingr mini kaastengrels oud 15gr;139;17,59;2445,28;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4612661;ds;48;st;Bakx fw hamburgrer favourite 150gr;;;;keuken ingred.;;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4614823;ds;45;st;Duca mini loempia's 20gr;89;5,26;468,31;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4614930;ds;60;st;Duca kipfilet nugrgrets deluxe 25gr;5;10,63;53,15;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4615764;ds;72;st;Liesh mini frikandel 20gr;4;10,28;41,12;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4615798;ds;50;st;Buithborrel frikandel 20gr;89;7,37;655,57;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4616358;bk;500;gr;Ladessa filet american naturel;23;5,23;120,22;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4620234;ds;18;st;Vhc stokbrood wit 440gr 1015N;1;12,98;12,98;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4620333;ds;40;st;Chaupcroissant vgrroom80gr;1;23,21;23,21;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4620416;ds;1160;gr;Chaupcheesecake new york12p10208;242;11,25;2722,41;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4621597;ds;32;st;Chaupcroissants vgb 80gr   4125N;1;20,71;20,71;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4622149;ds;24;st;Chaupmuffin tulp dchoc115gr;4;22,9;91,6;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4623642;ds;18;st;Chaupmoulleux au choco90gr 10636;10;17,55;175,5;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4624525;ds;36;st;Chaupbroodplak brn 70gr GLV 4891;9;18,66;167,93;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4624674;ds;10;st;Chauptiramisu mono 120gr  10134;1;19,54;19,54;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4625127;ds;48;st;Chaup brownie 60gr  10142;6;29,29;175,74;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4630069;ds;40;st;Prima frikandel rd 85gr extra;4;7,73;30,92;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4630142;ds;28;st;Holtkamp mini grroente croquet 40gr;1;12,77;12,77;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4630176;ds;18;st;Holtkamp draadjes rundcroquet85gr;198;14,48;2867,67;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4630184;ds;18;st;Holtkamp kalfscroquet 85gr;1;17,62;17,62;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4630241;ds;42;st;Holtkamp draadjes bitterbal 30gr;290;12,82;3717,04;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4630522;ds;28;st;Holtkamp mini oudekaascroquet 40gr;1;18,72;18,72;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4631009;ds;40;st;Laan kaassouffle rechthoek 65gr;1;21,1;21,1;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4631869;ds;24;po;Veldt poffertjes porties 130gr;13;17,22;223,82;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4631926;ds;40;st;Veldt suikerwafel big 100gr;1;18,22;18,22;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4632354;ds;4;zk;Edamame gepsojabonen muki 2,5kg;3;51,17;153,51;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4632966;ds;30;st;Hekos butterfly torpedo mix 17gr;4;11,78;47,12;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4633253;ds;40;st;Hekos thai sateh 25gr;8;14,74;117,92;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4635027;ds;36;st;B & B muffin chocolate deluxe115gr;1;33,42;33,42;keuken ingred.;5,41E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4635217;ds;72;st;B & B mini muffin chocolade 30gr;1;26,33;26,33;keuken ingred.;5,41E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4640399;ds;8;kg;Sojabonen(edamame)gepeld 10x800gr;8;34,68;277,46;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4644705;zk;2500;gr;Fruit life aardbeien 2,5kg;4;12,28;49,12;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4644755;zk;2500;gr;Fruit life mangoblokjes 2,5kg;12;13,34;160,12;keuken ingred.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4650752;ds;25;st;Glutenvrij bolletje 60gr;2;14,02;28,04;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4650968;ds;48;st;Beetroot brioche bun 70gr;12;28,27;339,24;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4651362;ds;45;st;Glazed brioche bun 4,5 75gr;51;31,57;1610,07;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4651370;ds;45;st;Glazed roasted sesame bun 70gr;-3;29,41;-88,23;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4656495;bk;1;kg;PF Cannelloni ricotta/spinazie;5;14,68;73,4;brood;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4670007;ds;8;st;Alcappizza margherita 29cm 510gr;2;24,05;48,1;keuken ingred.;5,42E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4806066;ds;54;st;Ola raket impuls 55ml;6;28,22;169,29;keuken ingred.;8,00E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4806074;ds;45;st;Ola festini peer impuls 50ml;6;15,19;91,14;keuken ingred.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;4850211;ds;9;st;Tiramisu eenpersoons 110gr;1;18,51;18,51;keuken ingred.;8,01E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5319836;kf;2;st;Slagersrollen 30x24cm;31;6,7;207,7;kleine aansch.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5327904;ds;1000;st;Depa polyzakjes 115x18cm;2;9,95;19,9;verbruiks art.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5328077;pk;100;st;Bema vacuumzak 30x40cm;4;15,69;62,76;kleine aansch.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5328316;pk;100;st;Bema vacuumzak 15x25cm;3;4,26;12,78;verbruiks art.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5328324;pk;100;st;Bema vacuumzak 25x30cm;5;8,35;41,75;verbruiks art.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5328340;pk;100;st;Bema vacuumzak 20x30cm;6;6,85;41,1;verbruiks art.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5370614;rl;100;st;Depa spuitzak comfortgreen59x28cm;6;24,05;144,3;kleine aansch.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5371589;ds;12;st;Blaze brandpasta type bb100 200gr;2;11,88;23,76;Bbq toebehoren;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5371597;ds;24;st;Hendi brandpasta ethanol 200gr;2;14,95;29,9;Bbq toebehoren;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5374723;ds;250;st;Sier prikker bamboe de luxe 12cm;1;3,45;3,45;verbruiks art.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5374765;ds;250;st;Sier prikker bamboe deluxe 18cm;2;3,95;7,9;verbruiks art.;8,72E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5395969;ds;100;st;Sanaplast blauwe pleisters 18x2cm;1;10,65;10,65;kleine aansch.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5427100;ds;1;st;Cutterbox plastic folie 30cmx300m;15;6,42;96,3;kleine aansch.;8,71E+12;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5428877;pk;100;st;Chopsticks eetstokjes 21cm bamboo;18;4,4;79,16;verbruiks art.;;;;;;;;;;;;
208758;SUNSEA BAR            W.I;5499993;;;;Los artikel hoog;240;3,96;949,2;overig hoog;;;;;;;;;;;;
